1094441252,"Electronics",105519,"GENUINE / ORIGINAL DELL (9-Cell) Extended Laptop Battery for Dell Latitude D620 D630 Series, PN 312-0383, 312-0384, 312-0386, JD634 - NOT AFTERMARKET 3RD PARTY GENERIC (ORIGINAL, GENUINE DELL PARTS!)",119.0,"http://ecx.images-amazon.com/images/I/41vwzmFXFsL._SY300_.jpg",944,4645,4.92
1182702627,"Cell Phones & Accessories",340563,"Hello Kitty Home Button Sticker plus Free Screen Protector",1.8,"http://ecx.images-amazon.com/images/I/41nqaKcaorL._SX300_.jpg",804,3062,3.81
1400532620,"Electronics",23071,"Barnes &amp; Noble Nook eReader - no 3G",74.95,"http://ecx.images-amazon.com/images/I/519ca3cu5eL._SY300_.jpg",975,4087,4.19
1400699894,"Electronics",1567,"NOOK GLOWLIGHT eBook Reader 4GB (BNRV500)",119.95,"http://ecx.images-amazon.com/images/I/41ZpXub7tcL._SX300_.jpg",101,498,4.93
1400532736,"Electronics",4945,"Nook Simple Touch eReader",62.99,"http://ecx.images-amazon.com/images/I/413fSdlMm6L._SY300_.jpg",370,1613,4.36
1400501474,"Electronics",44391,"Barnes &amp; Noble NOOK Tablet 16GB, Wi-Fi, 7&quot; Touchscreen eBook Reader- 1GHz Dual-Core BNTV250",188.88,"http://ecx.images-amazon.com/images/I/41YJE1pmX1L._SY300_.jpg",915,4179,4.57
1400501741,"Electronics",7733,"Nook HD+ 9&quot; 16GB Wi-Fi Color Tablet",219.95,"http://ecx.images-amazon.com/images/I/41uyyN0sBwL._SY300_.jpg",230,1071,4.66
1400699169,"Electronics",6486,"NOOK HD+ 9&quot; 32GB Tablet",211.75,"http://ecx.images-amazon.com/images/I/51k%2B7UVCbqL._SX300_.jpg",271,929,3.43
1400532655,"Electronics",3308,"Barnes &amp; Noble Nook Color eReader",113.99,"http://ecx.images-amazon.com/images/I/51lBXZsMsGL._SY300_.jpg",832,4111,4.94
1400599997,"Electronics",15073,"Barnes &amp; Noble NOOK ebook reader (WiFi + 3G)[B&amp;W]",78.71,"http://ecx.images-amazon.com/images/I/51HuCZb7z0L._SY300_.jpg",405,1880,4.64
1400501776,"Electronics",17334,"Barnes and Noble NOOK 7&quot; 8GB WiFi Tablet",89.99,"http://ecx.images-amazon.com/images/I/31tmsc9pqxL._SY300_.jpg",556,2060,3.71
1412714451,"Toys & Games",423214,"Listen-And-Learn Farm Sounds ~ Active Minds",301.83,"http://ecx.images-amazon.com/images/I/51435ylsw9L._SX300_.jpg",573,2762,4.82
1412733626,"Toys & Games",267390,"Story Reader SpongeBob 3 Pack Bad Luck/Never Ending/Grand Prize",29.0,"http://ecx.images-amazon.com/images/I/51QNPP13RWL._SY300_.jpg",409,1616,3.95
141277201X,"Toys & Games",488583,"Story Reader Special Edition Sesame Street Set",570.64,"http://ecx.images-amazon.com/images/I/51wFmfg20yL._SY300_.jpg",231,726,3.14
1412772028,"Toys & Games",345607,"Story Reader Special Edition Disney Princess Set with Musical Jewelry Box",42.48,"http://ecx.images-amazon.com/images/I/51D0AKinp0L._SX300_.jpg",580,1897,3.27
141278400X,"Toys & Games",422065,"Thomas and Friends 3 Storybook Library",29.99,"http://ecx.images-amazon.com/images/I/5138jU2ZpQL._SX300_.jpg",600,2680,4.47
1412784212,"Toys & Games",783287,"Story Reader Limited Collector's Edition - Nickelodeon",28.92,"http://ecx.images-amazon.com/images/I/514OsS7lJ3L._SY300_.jpg",813,3457,4.25
1412789788,"Cell Phones & Accessories",145271,"School Days School Memories Keepsake Album -- 8 pockets for storing treasured mementos --- space to attach school photos --- prompts to record details of each school year",5.06,"http://ecx.images-amazon.com/images/I/51AFFNlgQnL._SX300_.jpg",394,1711,4.34
0205616461,"Health & Personal Care",461765,"Bio-Active Anti-Aging Serum (Firming Ultra-Hydrating Serum)",645.85,"http://ecx.images-amazon.com/images/I/41DecrGODDL._SY300_.jpg",206,1017,4.94
0310329523,"Movies & TV",32414,"The Story Adult Curriculum DVDR: Getting to the Heart of God's Story",23.18,"http://ecx.images-amazon.com/images/I/41eOp7tQAzL._SY300_.jpg",667,2811,4.21
0558925278,"Beauty",402875,"Eco Friendly Ecotools Quality Natural Bamboo Cosmetic Mineral Brush Set Kit of 4 Soft Brushes and 1 Pouch Baby Kabuki Eye Shading Brush Mineral Powder Brush Concealer Brush(travle Size)",95.99,"http://ecx.images-amazon.com/images/I/51L%2BzYCQWSL._SX300_.jpg",520,2036,3.92
0615114180,"Movies & TV",1069441,"Hollywood Makeup Magic: Corrective Beauty Techniques, Vol.I [VHS]",541.22,"http://ecx.images-amazon.com/images/I/51NWNR2YVTL._SY300_.jpg",596,2965,4.97
0733001998,"Beauty",540255,"Mastiha Body Lotion",444.97,"http://ecx.images-amazon.com/images/I/311WK5y1dML._SY300_.jpg",215,907,4.22
0737104473,"Beauty",931125,"Hello Kitty Lustre Lipstick (See sellers comments for colors)",438.93,"http://ecx.images-amazon.com/images/I/31u6Hrzk3WL._SY300_.jpg",888,3784,4.26
0767812158,"Movies & TV",24268,"Sex, Lies, and Videotape",14.95,"http://ecx.images-amazon.com/images/I/51G14AC0W9L._SY300_.jpg",734,2897,3.95
0767812115,"Movies & TV",35862,"Swept From the Sea",4.44,"http://ecx.images-amazon.com/images/I/51FFDSWYSCL._SY300_.jpg",122,483,3.96
0780020715,"Movies & TV",217485,"Beauty and The Beast (The Criterion Collection)",2.99,"http://ecx.images-amazon.com/images/I/51KX7A30PTL._SY300_.jpg",867,3895,4.49
0780019490,"Movies & TV",326463,"Horst P. Horst-60 Years &amp; Still in Vogue [VHS]",479.11,"http://ecx.images-amazon.com/images/I/51XJM117WGL._SY300_.jpg",866,4263,4.92
0780021258,"Movies & TV",394372,"Corridor of Mirrors [VHS]",132.99,"http://ecx.images-amazon.com/images/I/51R7A4GPQ6L._SY300_.jpg",948,4109,4.33
0783113943,"Movies & TV",209276,"Gia (unrated edition) [VHS]",351.28,"http://ecx.images-amazon.com/images/I/51QR7Q4Z2TL._SY300_.jpg",800,2459,3.07
0788812408,"Movies & TV",78738,"The Little Mermaid (Fully Restored Special Edition) [VHS]",8.91,"http://ecx.images-amazon.com/images/I/51TBKF9ZGWL._SY300_.jpg",616,2139,3.47
0788805533,"Movies & TV",95380,"The Lion King II: Simba's Pride [VHS]",5.88,"http://ecx.images-amazon.com/images/I/51EZG6FASRL._SY300_.jpg",240,863,3.6
0790736365,"Movies & TV",267533,"Dangerous Beauty [VHS]",21.95,"http://ecx.images-amazon.com/images/I/51ZCPY3GV2L._SY300_.jpg",156,599,3.84
0792147340,"Movies & TV",765181,"Star Trek - The Next Generation, Episode 143: Birthright, Part II [VHS]",5.99,"http://ecx.images-amazon.com/images/I/519PZ0N38JL._SY300_.jpg",585,2385,4.08
0792838386,"Movies & TV",526996,"Hello Kitty - Kitty &amp; The Beast [VHS]",7.22,"http://ecx.images-amazon.com/images/I/516V0DXT0VL._SY300_.jpg",501,1720,3.43
0792845439,"Movies & TV",160764,"Kiss the Sky",29.89,"http://ecx.images-amazon.com/images/I/51fQG50ZKgL._SY300_.jpg",244,997,4.09
079284551X,"Movies & TV",285475,"Wings of Desire [VHS]",3.5,"http://ecx.images-amazon.com/images/I/41WM4GQN9YL._SY300_.jpg",398,1649,4.14
0972031758,"Movies & TV",767977,"Czech/Slovakia Land of Beauty and Change [VHS]",302.37,"http://ecx.images-amazon.com/images/I/51AJGMV2Y3L._SY300_.jpg",900,4064,4.52
0976490609,"Movies & TV",738221,"The Beauty of Soul-Winning/ CfaN",1.44,"http://ecx.images-amazon.com/images/I/41ZMjAdiaKL._SY300_.jpg",442,1845,4.17
0977217213,"Beauty",234894,"Water Blessing Labels Prosperity Collection 16 pc",9.94,"http://ecx.images-amazon.com/images/I/31ul4drzQrL.jpg",885,3280,3.71
1030070148,"Beauty",1136984,"Colored Cosmetic Lens in Twilight Blue",137.68,"http://ecx.images-amazon.com/images/I/11ZF32FLsXL.jpg",146,552,3.78
1304139212,"Beauty",830938,"Set of 2 MAC Lip Care - Lip Pencil - Auburn",615.05,"http://ecx.images-amazon.com/images/I/31lVNvq%2B6-L._SX300_.jpg",865,2948,3.41
130414674X,"Beauty",678207,"Set of 2 Benefit She Laq Makeup Sealer",325.71,"http://ecx.images-amazon.com/images/I/51zYpMMudIL._SX300_.jpg",645,3167,4.91
130414089X,"Beauty",205621,"New Benefit Waterproof Automatic Eyeliner Pen - Black - BAD Gal Liner",687.7,"http://ecx.images-amazon.com/images/I/31zt-hSeTxL._SY300_.jpg",956,3619,3.79
1304196062,"Beauty",774050,"Max Factor Lasting Performance Foundation -Pastelle 102 35ml",79.38,"http://ecx.images-amazon.com/images/I/41CqpP-7DhL._SY300_.jpg",108,520,4.81
1304146537,"Beauty",371552,"Set of 2 Goodskin Labs Eyliplex-2 Eye Life and Circle Reducer - 10ml",759.64,"http://ecx.images-amazon.com/images/I/51vx4ZM1oDL._SX300_.jpg",489,2241,4.58
130414643X,"Beauty",257530,"Goodskin Labs Eyliplex-2 Eye Life and Circle Reducer - 10ml",776.54,"http://ecx.images-amazon.com/images/I/41Bps9Pml4L.jpg",136,610,4.49
1304196135,"Beauty",144032,"Max Factor Lasting Performance Foundation -106 - Natural beige 35ml",27.59,"http://ecx.images-amazon.com/images/I/41ZW293V99L._SY300_.jpg",322,1513,4.7
1304139220,"Beauty",185391,"MAC Lip Care - Lip Pencil - Auburn",24.13,"http://ecx.images-amazon.com/images/I/41ZxfjSxGvL._SX300_.jpg",834,3905,4.68
1304168522,"Beauty",1021513,"*Macely* Good Afternoon Apple Cinnamon TEA Bb 30ml/1fl.zo Spa 20 Pa++ / Bb Sunblock Cream",465.25,"http://ecx.images-amazon.com/images/I/41IGaej6RuL._SX300_.jpg",897,4315,4.81
1304174867,"Beauty",851515,"*Macely* Good Afternoon Honey Black Tea -- Elastic Durable Spf20 Pa+",743.32,"http://ecx.images-amazon.com/images/I/41aFQpLcABL._SY300_.jpg",864,2860,3.31
1304196070,"Beauty",511480,"Max Factor Lasting Performance Foundation -Soft Beige 105 35ml",276.27,"http://ecx.images-amazon.com/images/I/414fm8i00qL._SY300_.jpg",680,2721,4.0
1304196046,"Beauty",848876,"Max Factor Lasting Performance Foundation - Fair 100 35ml",285.69,"http://ecx.images-amazon.com/images/I/41iFiZ8CAsL._SY300_.jpg",531,1653,3.11
1304351475,"Beauty",15567,"NEW EUROPEAN COLLECTION Too Faced Natural Eyes Shadow Palette 9 Colors",33.99,"http://ecx.images-amazon.com/images/I/519-RK1YMyL._SY300_.jpg",747,2884,3.86
1304174778,"Beauty",109177,"*Macely* Good Afternoon Strawberry Berry Tea --Bb 30ml/1fl.zo Spa 20 Pa++ / Bb Sunblock Cream Anti-wrinkle Nourishing",166.48,"http://ecx.images-amazon.com/images/I/414p57WD4EL._SX300_.jpg",385,1649,4.28
1304488608,"Beauty",460237,"Mac Elaborate 12 Colors N 2 Palette",433.27,"http://ecx.images-amazon.com/images/I/41JRJHu2zCL._SX300_.jpg",791,3418,4.32
1304511154,"Beauty",354500,"Mac Magic N 8 Leopard 12 Eyeshadow Palette European Collection",544.31,"http://ecx.images-amazon.com/images/I/51fcEO6xQqL._SX300_.jpg",435,2097,4.82
1304495396,"Beauty",243079,"Mac N 1 Professional 18 Color Eyeshadow Palette",65.46,"http://ecx.images-amazon.com/images/I/41bOyNH5rSL._SX300_.jpg",647,2835,4.38
1304511146,"Beauty",248394,"Mac Magic N 7 Leopard 12 Eyeshadow Palette European Collection",556.14,"http://ecx.images-amazon.com/images/I/51r7G2M6ZzL._SX300_.jpg",736,2261,3.07
130451112X,"Beauty",335203,"Mac Magic N 5 Leopard 12 Eyeshadow Palette European Collection",473.89,"http://ecx.images-amazon.com/images/I/41AOIDZBjVL._SX300_.jpg",832,3464,4.16
1304511138,"Beauty",285033,"Mac Magic N 6 Leopard 12 Eyeshadow Palette European Collection",503.09,"http://ecx.images-amazon.com/images/I/51cKZGpEUCL._SX300_.jpg",171,786,4.6
1304511081,"Beauty",274473,"Mac Magic N 3 Leopard 12 Eyeshadow Palette European Collection",191.93,"http://ecx.images-amazon.com/images/I/51cq9z9IQ9L._SX300_.jpg",253,996,3.94
1304511073,"Beauty",222751,"Mac Magic N 2 Leopard 12 Eyeshadow Palette European Collection",789.86,"http://ecx.images-amazon.com/images/I/513QDTXLMoL._SX300_.jpg",616,2907,4.72
1304482685,"Beauty",217310,"Mac Magic N 1 Leopard 12 Eyeshadow Palette",703.47,"http://ecx.images-amazon.com/images/I/513QDTXLMoL._SX300_.jpg",407,2022,4.97
1304511111,"Beauty",245529,"Mac Magic N 4 Leopard 12 Eyeshadow Palette European Collection",354.5,"http://ecx.images-amazon.com/images/I/518w-e0HpTL._SX300_.jpg",715,2837,3.97
1304622657,"Beauty",276520,"Mac Marilyn Monroe Gel Eyeliner with Brush",604.84,"http://ecx.images-amazon.com/images/I/41aZuZutysL._SX300_.jpg",825,3054,3.7
1304622428,"Beauty",507136,"MAC 24 Color Eyeshadow N3 Makeup Kit",583.39,"http://ecx.images-amazon.com/images/I/411KE4C2ctL._SX300_.jpg",314,1519,4.84
1304622622,"Beauty",366850,"MAC Lady Gaga Mascara &amp; Eyeliner Set. Holiday Edition",294.25,"http://ecx.images-amazon.com/images/I/41QacE8RtlL._SX300_.jpg",175,542,3.1
1304624544,"Beauty",319440,"MAC 10 Colors Eyeshadow Palette N4",709.34,"http://ecx.images-amazon.com/images/I/41i-Qc74AdL._SX300_.jpg",377,1419,3.76
1304622460,"Beauty",535123,"MAC 24 Color Eyeshadow N5 Makeup Kit",167.69,"http://ecx.images-amazon.com/images/I/41%2B3VcmnwDL._SX300_.jpg",373,1209,3.24
1304624536,"Beauty",574603,"MAC 10 Colors Eyeshadow Palette N5",786.71,"http://ecx.images-amazon.com/images/I/41cbZNDNyvL._SX300_.jpg",445,1647,3.7
1304622223,"Beauty",484684,"MAC 24 Color Eyeshadow N 2 Makeup KIT",357.85,"http://ecx.images-amazon.com/images/I/410PYpi7wVL._SX300_.jpg",257,1230,4.79
1304622193,"Beauty",495724,"MAC 24 Color Eyeshadow N1 Makeup Kit",194.09,"http://ecx.images-amazon.com/images/I/41hE56y4xYL._SX300_.jpg",739,3652,4.94
1304651118,"Beauty",799726,"Mac 21 Colors Eye Shadow N 5",191.96,"http://ecx.images-amazon.com/images/I/41rSP7rh-kL._SX300_.jpg",892,4127,4.63
1304665720,"Beauty",290864,"Mac 18 Colors Eyeshadow 5",186.59,"http://ecx.images-amazon.com/images/I/419mhFZd7xL._SX300_.jpg",430,1636,3.8
130465110X,"Beauty",1205762,"Mac 21 Colors Eye Shadow N 4",265.51,"http://ecx.images-amazon.com/images/I/41nQ2M6qafL._SX300_.jpg",790,3437,4.35
1304651029,"Beauty",667877,"Mac 21 Colors Eye Shadow N 1",82.9,"http://ecx.images-amazon.com/images/I/416NYH2Qg4L._SX300_.jpg",971,3318,3.42
1304651088,"Beauty",534860,"Mac 21 Colors Eye Shadow N 3",20.25,"http://ecx.images-amazon.com/images/I/41rvvW5kbEL._SX300_.jpg",754,3690,4.89
1304622452,"Beauty",573963,"MAC 24 Color Eyeshadow N4 Makeup Kit",458.54,"http://ecx.images-amazon.com/images/I/41hkMkvIc%2BL._SX300_.jpg",941,4197,4.46
1304665704,"Beauty",417102,"New Too Faced Natural Eyes Shadow Palette",219.76,"http://ecx.images-amazon.com/images/I/51ZbpcWcdTL._SX300_.jpg",378,1473,3.9
1304651347,"Beauty",1205763,"Mac 12 Color Eyeshadow Palette Nc 8 Limited Edition",769.63,"http://ecx.images-amazon.com/images/I/41BlOMtIPbL._SX300_.jpg",130,471,3.62
1304624498,"Beauty",401273,"MAC 10 Colors Eyeshadow Palette N2",527.55,"http://ecx.images-amazon.com/images/I/413sTHKbaDL._SX300_.jpg",689,3127,4.54
1304622665,"Beauty",414204,"MAC 10 Colors Eyeshadow Palette N1",510.16,"http://ecx.images-amazon.com/images/I/41ADW7p3gRL._SX300_.jpg",187,732,3.91
130466578X,"Beauty",269615,"Mac 18 Colors Eyeshadow 3",229.46,"http://ecx.images-amazon.com/images/I/41zaIXrji1L._SX300_.jpg",424,1709,4.03
1400200873,"Movies & TV",550462,"Wild at Heart Multi-Media Facilitator's Kit: A Band of Brothers [VHS]",136.11,"http://ecx.images-amazon.com/images/I/51QFZRBJ1FL._SX300_.jpg",108,443,4.1
1400200865,"Movies & TV",360608,"Wild at Heart Multi-Media Facilitator's Kit: A Band of Brothers",39.99,"http://ecx.images-amazon.com/images/I/51YCMWYXKZL._SX300_.jpg",147,521,3.54
1400301734,"Movies & TV",226819,"Crippled Lamb",12.98,"http://ecx.images-amazon.com/images/I/5166TKPVXNL._SY300_.jpg",977,3230,3.31
1403790965,"Beauty",16280,"Arbonne Bronzer",33.99,"http://ecx.images-amazon.com/images/I/412MvQcxjdL._SY300_.jpg",333,1583,4.75
1412759676,"Beauty",201807,"Erno Laszlo Light Controlling Lotion 4 oz",39.57,"http://ecx.images-amazon.com/images/I/318EOIHXMCL._SY300_.jpg",990,4524,4.57
1414301308,"Movies & TV",241838,"McGee and Me! Recharged 4-Pack DVD",747.67,"http://ecx.images-amazon.com/images/I/51j1GrRrjVL._SY300_.jpg",964,3623,3.76
1558908323,"Movies & TV",149893,"Mimic",6.23,"http://ecx.images-amazon.com/images/I/51Y3KPY438L._SY300_.jpg",544,2412,4.43
156371616X,"Movies & TV",20292,"Second Chances DVD",7.35,"http://ecx.images-amazon.com/images/I/51VaAeU0EOL._SY300_.jpg",243,785,3.23
1565857690,"Movies & TV",126732,"The Joy of Thinking: The Beauty and Power of Classical Mathematical Ideas, Parts 1 &amp; 2",792.0,"http://ecx.images-amazon.com/images/I/51wjCOA8n7L._SX300_.jpg",645,2740,4.25
1570199167,"Music",462965,"Red Skelton: I Dood It! (Old Time Radio)",21.48,"http://ecx.images-amazon.com/images/I/51EnyceEUzL._SY300_.jpg",612,2040,3.33
1572671203,"Beauty",239716,"Perlage Fortifying Rejuvenation Treatment Refinishing Eye Contour Cream with Ceramides and Peptides",16.95,"http://ecx.images-amazon.com/images/I/41eQnLoAf9L._SX300_.jpg",567,2800,4.94
1575672782,"Movies & TV",467181,"Moody Science Adventures: Flying Wings of Beauty / The Long Journey",8.99,"http://ecx.images-amazon.com/images/I/51%2B%2BXvTxLML._SY300_.jpg",495,2222,4.49
1578002230,"Movies & TV",908894,"Revolutionary Girl Utena - Crest of the Rose [VHS]",0.42,"http://ecx.images-amazon.com/images/I/51SFPVPQRQL._SY300_.jpg",606,2948,4.86
1578750172,"Movies & TV",645955,"The Beauty of Ireland Collection [VHS]",8.9,"http://ecx.images-amazon.com/images/I/514GZ9BP3FL._SY300_.jpg",624,2896,4.64
1603113460,"Arts, Crafts & Sewing",236088,"FRIENDSHIP BRACELETS BOOK &amp; KIT",26.47,"http://ecx.images-amazon.com/images/I/51Y3DRew1kL._SX300_.jpg",148,508,3.43
1608613453,"Music",584782,"Movie Masterpieces",15.89,"http://ecx.images-amazon.com/images/I/51ajJuJe6RL._SY300_.jpg",440,2074,4.71
1879187396,"Beauty",83496,"New Pink Eyeliner Assistant Aid Guide Template Makeup Tool",1.39,"http://ecx.images-amazon.com/images/I/415kraSOC6L._SY300_.jpg",209,1035,4.95
1888522186,"Movies & TV",536949,"Bearskin (From The Brothers Grimm) [VHS]",412.35,"http://ecx.images-amazon.com/images/I/51323C59YCL._SY300_.jpg",436,2123,4.87
1891129716,"Beauty",26328,"Helion Communications Chakra Centers Reference Charts",5.99,"http://ecx.images-amazon.com/images/I/61NSeLlaT4L._SX300_.jpg",392,1257,3.21
189112966X,"Beauty",95030,"Sacred Wisdom Chart: Tarot Divination",5.99,"http://ecx.images-amazon.com/images/I/51BSkLxSJ4L._SX300_.jpg",156,585,3.75
1906987238,"Beauty",155703,"Tonymoly Intense Care Snail Hydro-gel Mask 10 Pcs",55.18,"http://ecx.images-amazon.com/images/I/31dzzJ-YDGL._SX300_.jpg",369,1700,4.61
1929099886,"Beauty",83112,"Bumble and Bumble Quenching Shampoo and Conditioner Duo (8.5 Oz) each",62.99,"http://ecx.images-amazon.com/images/I/41MR3uEFc4L._SX300_.jpg",711,3027,4.26
1987958179,"Beauty",337377,"Practical DIY Hairdressing Styling Hair Straightener V Comb Portable New",108.46,"http://ecx.images-amazon.com/images/I/51bJCGWPF3L._SY300_.jpg",911,4133,4.54
322700075X,"Beauty",98391,"Floris London Luxury Soaps - Set of 3 Boxed 100 gram Soaps - Imported from UK",24.95,"http://ecx.images-amazon.com/images/I/416axwTUjAL._SY300_.jpg",968,4734,4.89
3227001055,"Beauty",74397,"Penhaligon's Blenheim Bouquet Pleated Wrapped Soaps - Set of 3, 100 Gram Soaps",24.95,"http://ecx.images-amazon.com/images/I/41uaC55WynL._SY300_.jpg",960,3646,3.8
0061985856,"Books",173149,"Paranormalcy",6.64,"http://ecx.images-amazon.com/images/I/51CM1bFb2BL.jpg",718,3565,4.97
0071436588,"Books",146019,"Nutrition Almanac",12.76,"http://ecx.images-amazon.com/images/I/51Zk-eAYY1L._SY300_.jpg",940,4195,4.46
0072222506,"Books",5837648,"How To Do Everything With Macromedia Flash(TM) MX",751.22,"http://ecx.images-amazon.com/images/I/5143J0RCD6L.jpg",789,3873,4.91
0078800242,"Software",18529,,93.06,"http://ecx.images-amazon.com/images/I/41K1aBklPRL._SX300_.jpg",297,1344,4.53
013099166X,"Books",1426083,"The Philosophy Student Writer's Manual (2nd Edition)",49.03,"http://ecx.images-amazon.com/images/I/51d85PGGfQL.jpg",698,3307,4.74
0195129946,"Books",100799,"Latin America and the United States: A Documentary History",10.7,"http://ecx.images-amazon.com/images/I/51JRFM73KWL.jpg",881,2942,3.34
0195317106,"Books",104185,"The Reagan Revolution: A Very Short Introduction",9.66,"http://ecx.images-amazon.com/images/I/417ma1DfMSL.jpg",226,1082,4.79
0226769577,"Books",1422513,"Solidarity in Strategy: Making Business Meaningful in American Trade Associations",16.5,"http://ecx.images-amazon.com/images/I/611eS9Q%2BcAL.jpg",348,1681,4.83
024051579X,"Books",2777909,"The Animator's Guide to 2D Computer Animation (Focal Press Visual Effects and Animation)",627.47,"http://ecx.images-amazon.com/images/I/51xp607I3SL.jpg",983,3805,3.87
0240814509,"Books",878426,"Cinema 4D: The Artist's Project Sourcebook",20.18,"http://ecx.images-amazon.com/images/I/51AGySm1FyL.jpg",351,1322,3.77
0262693151,"Books",552588,,212.8,"http://ecx.images-amazon.com/images/I/41YyKqHbRPL._BO2,204,203,200_PIsitb-sticker-arrow-click,TopRight,35,-76_AA300_SH20_OU01_.jpg",608,2773,4.56
031088974X,"Books",890685,"With All Your Heart Discovery Guide with DVD: 6 Faith Lessons",41.78,"http://ecx.images-amazon.com/images/I/51KztGcHV1L.jpg",173,551,3.18
0312207689,"Books",1312422,"Agatha Raisin and the Case of the Curious Curate (Agatha Raisin Mysteries, No. 13)",6.83,"http://ecx.images-amazon.com/images/I/51mLc%2BoMHqL.jpg",656,2129,3.25
0316041009,"Books",1259238,"Happyface",17.68,"http://ecx.images-amazon.com/images/I/41IzoyTYORL.jpg",370,1576,4.26
0321268768,"Books",3874616,"Apple Training Series: GarageBand",4.22,"http://ecx.images-amazon.com/images/I/51HaFioInwL.jpg",131,602,4.6
0321775074,"Books",426216,"Apple Pro Training Series: OS X Lion Support Essentials: Supporting and Troubleshooting OS X Lion",59.15,"http://ecx.images-amazon.com/images/I/4173f3xJD1L.jpg",433,1591,3.67
037585746X,"Toys & Games",417399,"Blues Clues On the Go with Blue Color &amp; Activity Book",735.82,"http://ecx.images-amazon.com/images/I/517YYdeS5OL._SY300_.jpg",561,2037,3.63
0425169340,"Books",605750,"Mrs. Jeffries Rocks the Boat (Victorian Mystery)",5.12,"http://ecx.images-amazon.com/images/I/91-SIIXZrbL.jpg",435,1917,4.41
0439559561,"Books",649925,"Lord Of The Kill",6.29,"http://ecx.images-amazon.com/images/I/512X6E8T30L.jpg",324,1011,3.12
0449222829,"Books",1278300,"Dead on Sunday",654.64,"http://ecx.images-amazon.com/images/I/51rZXvdADzL.jpg",794,3363,4.24
